Redness,Yellowness,Mass,Volume,Class
4.81647192,2.347954131,125.5081887,25.01441448,1
4.327248484,3.322961013,118.4265761,19.07534923,2
2.767383287,3.35306132,109.9686848,33.53736754,3
2.96196981,4.124945379,159.2573359,29.00903658,3
5.655719195,1.706671017,147.0695171,39.3056532,1
3.179535848,4.59212901,152.9808208,26.32332312,3
2.913569239,4.332490824,103.8095773,29.03893695,3
2.036317606,4.879481355,125.8775247,18.21010359,4
1.988471396,4.858513508,123.1716785,11.33740009,4
5.978142252,1.614727596,92.29046425,23.34307333,1
3.152065137,3.624983091,160.3336927,22.16979113,3
3.342597198,2.686956947,165.2067911,23.80756443,2
2.830224316,2.855972445,164.0739539,23.88596519,3
3.341356595,4.235781415,161.8984033,26.44491764,3
2.19829803,5.021780372,108.3417131,10.16897095,4
2.254826184,4.87317193,121.691259,19.59364834,4
4.47515185,3.221393309,130.9618474,22.953754,2
2.839322834,3.537437355,139.0571794,18.98259719,3
2.434427182,3.695151332,77.46033258,18.84783548,3
2.089759552,5.119400088,134.3858362,12.46034174,4
3.907769069,2.969003433,178.6740901,19.56687622,2
4.304058394,2.830823202,109.1177906,23.20684498,2
4.520734995,1.952153464,154.8767495,28.09376825,1
3.78622978,3.34969428,192.46922,23.78334129,2
3.783642608,3.111092276,90.33850301,26.40557436,2
5.070495611,1.712300758,157.7696905,30.3858012,1
3.194536429,3.959291911,100.9460882,25.88882187,3
4.875585488,1.533052696,98.18347849,27.04594411,1
2.05468466,4.832792025,115.9702038,12.56495661,4
2.215520587,5.09655126,116.6747195,11.58299217,4
4.247633673,3.16004055,78.28142283,18.58234278,2
4.986564753,2.095671927,98.63900139,25.33096526,1
5.011283867,1.775697371,197.3904936,36.29369997,1
2.100499472,5.107245912,115.1955559,12.81276655,4
5.655201533,2.405153168,148.2890441,38.68446839,1
2.192431219,3.828100198,117.2299287,17.27379786,3
3.468423223,4.484567251,179.381241,24.58548873,3
2.910482814,4.798208338,130.4372121,27.37682477,3
1.788102949,4.813641196,131.6070396,14.50520639,4
1.706922845,5.030261975,123.4123639,15.51771155,4
4.676930648,2.439609922,134.697718,25.81737492,1
4.946571329,2.087282458,162.9462962,31.57386496,1
2.643013934,4.149734205,137.7366574,21.0121384,3
3.718635347,3.034866921,102.7868771,24.3711715,2
4.136448192,3.164883836,128.8498665,18.86175073,2
5.040503322,1.363128207,123.5506378,35.44447943,1
3.817568088,3.571118664,140.0695517,11.31200587,2
1.799155961,4.796914891,115.8476613,13.56423099,4
5.508905743,1.605639974,143.1154608,22.47415963,1
2.859286731,3.716461166,205.6728979,23.81349155,3
2.719813576,4.722691632,181.7963943,19.72035995,3
1.689839137,5.04881959,108.5504439,22.66778452,4
3.089324186,3.2859101,203.7492103,20.97202158,3
3.760091181,2.847680011,118.5481987,19.60604717,2
4.676605989,1.670860548,120.4208147,31.3103528,1
2.097705302,4.855246647,124.9090185,15.86734767,4
1.604707147,4.798167084,135.3097969,21.08903685,3
1.916040595,4.796164001,115.6502662,12.05782684,4
3.365428279,4.299801479,102.8910996,33.84153054,3
2.345272286,5.147980348,114.0839014,11.99497148,4
2.279758995,5.176061006,130.2121226,18.00041465,4
1.716580616,5.051811068,124.905634,13.92689027,4
2.235800896,5.081177942,122.6698605,16.06002872,4
2.750355234,4.127380757,120.7335749,26.48592491,3
1.910598511,5.004953846,113.360557,8.932208788,4
2.778692385,3.53840163,158.0930266,30.77858187,3
3.955214998,2.491148083,126.274026,19.69519587,2
4.044643991,3.336361317,159.5574033,20.6261201,2
4.782455384,1.820517733,146.2976258,23.87039851,1
4.328153497,2.886478613,163.7875244,10.97052795,2
1.795696839,4.998197871,124.3713046,16.27476606,4
2.796498461,4.098024405,87.67104226,22.33970183,3
2.340426272,4.020548922,210.3290918,20.75627782,3
5.020186918,2.439968607,203.9657571,28.91377776,1
3.959976334,2.332190891,157.5228626,21.17718537,2
2.117426318,4.944690401,123.0507689,11.95432152,4
3.531212555,2.832026923,120.3398591,21.76735689,2
5.721744748,1.900621821,174.5268082,33.15815987,1
3.508394914,3.096521967,185.7710417,28.72605887,3
4.096127652,3.205576148,76.37237965,16.42980837,2
2.520761335,4.231427632,130.3696059,22.49497715,3
4.846257353,1.830569335,159.2695513,30.52226765,1
3.879858519,2.925021288,148.2848168,23.8644018,2
3.84648585,3.1658087,134.3936825,19.84155744,2
5.802932422,2.136509658,109.2535944,28.13800175,1
3.192137654,2.972868252,134.0935117,26.78971277,3
3.298178574,3.286417799,155.249214,17.03517018,3
1.917302629,4.855521632,136.7718349,15.20948488,4
3.74966469,3.224895046,155.5455017,24.07376846,2
2.294134456,3.837709769,178.5844673,28.20234628,3
3.118108791,4.911600762,135.7953447,21.60810589,3
4.036390625,4.151640077,143.1785675,15.80247778,3
2.669138538,4.32977668,112.1404958,20.38894682,3
5.623680407,1.976307712,150.0451227,35.25793075,1
5.087991325,2.005332461,199.2512997,30.35543209,1
3.386679194,3.6496084,130.2691969,20.61596816,3
5.061537491,1.680486285,124.3722805,21.95497885,1
1.912322214,4.980043721,119.975413,9.705102069,4
2.241739583,5.081659068,116.9342331,13.75708589,4
3.263337142,3.893091088,162.175478,19.6416491,3
5.350307424,1.548102657,148.6288246,36.35768154,1
5.604432426,2.036987768,187.97707,28.36282179,1
5.517338701,1.673245935,158.0370837,21.10850555,1
4.852409671,2.442581075,212.4568566,35.96544296,1
4.022498422,3.135583517,109.0637911,19.98272213,2
3.71343729,3.529827383,147.1450072,33.80182626,3
4.242844338,2.312942214,129.1221075,24.10737649,1
4.07941093,3.194856939,177.007763,21.30079179,2
2.082073765,5.028959936,113.3954041,11.32818959,4
1.916983246,4.955945181,108.2690997,16.2415024,4
4.370037142,3.165726578,150.60136,15.57506408,2
3.91775707,3.435502582,121.6657865,18.09688692,2
3.932924625,3.647059332,127.3577534,21.75474143,2
5.034640816,1.793108146,161.5212328,36.73447555,1
4.42991714,3.850257875,49.68612341,22.75003743,2
4.300466879,3.20085034,133.6947867,24.86306506,2
3.81872738,3.943349955,69.95390162,26.41768259,3
4.757836708,1.899555309,190.0965671,28.19354207,1
2.951947217,4.113689192,151.7705854,21.54318688,3
3.040051968,3.624088852,140.1196577,21.71468954,3
4.21289302,3.443003889,53.99341599,22.69987262,2
2.271287603,4.90194149,127.0042179,9.976309647,4
4.661869592,1.591340847,144.649017,37.28932394,1
3.20459177,2.481456674,124.5518171,26.29357791,2
2.327705649,3.8617676,172.4199616,24.66837923,3
2.39282232,4.225741141,160.0214526,22.34085401,3
4.269319701,3.192781232,121.4104214,18.25327621,2
5.473900679,2.197565788,154.141929,37.43728608,1
2.046362514,4.988564085,102.4953957,15.78733741,4
4.552176542,1.958204243,127.3483882,28.46197961,1
2.033232669,4.985133636,129.4965361,13.52350114,4
2.079969046,4.904715283,121.8601044,12.81640279,4
5.197453258,1.941089856,177.9774774,30.86419633,1
2.307411924,5.075532101,113.4823981,22.0074838,4
1.55492212,4.723010499,151.4617266,22.46223828,3
5.440983587,1.655503835,137.81937,26.34078213,1
4.21689275,2.204691893,162.8916679,29.66183957,1
1.873852473,4.783268169,124.7641952,18.58548633,4
2.963024025,4.401347786,119.7570104,19.11405,3
2.417377224,3.915937548,131.219802,22.4103122,3
3.345878542,4.105909302,176.0419174,18.49416188,3
3.811900058,3.018228347,135.2876106,18.62795779,2
2.154357209,5.137246521,113.932663,13.6055707,4
4.407539367,2.098270558,169.8524458,25.41930672,1
2.047687937,4.921972106,124.021038,14.64724789,4
5.033420213,1.725236831,205.4589336,20.21711634,1
3.567435208,4.113389884,128.4399136,20.33381327,3
2.308693258,5.050525205,128.5953852,12.14961501,4
4.570488018,3.047281546,112.8467795,23.74086773,2
4.358207915,4.285289738,111.4774965,25.083282,3
1.677457692,4.950537898,119.9888309,15.73773259,4
5.019851322,2.29471087,129.9551308,28.9648474,1
2.077307812,5.133786643,115.7022503,15.03883864,4
2.471064017,4.871743023,165.8170068,12.78370435,3
1.867117342,5.103079945,121.2223332,16.76070564,4
2.006971781,4.905986568,139.7792477,15.48802193,4
3.911874982,3.403358237,136.9313132,19.34868423,2
5.012293579,2.102330039,107.7526974,38.4716509,1
5.842229932,2.425203478,106.0605485,25.51629428,1
1.730274415,4.997871025,124.4312277,15.68617071,4
1.899983912,5.012889439,119.3186027,16.73886271,4
5.697482615,2.179851737,93.40958868,23.41184147,1
3.497855007,3.065767455,95.85121218,18.35638524,2
2.240176098,5.092797178,120.7765439,15.28141725,4
3.291481911,4.267477323,136.7450682,23.90797973,3
4.102693257,2.587517545,135.9194429,20.36221229,2
2.351768293,3.731499678,70.88393669,20.38002973,3
3.854380263,3.251128892,183.9210864,20.02393185,2
3.663888519,3.153226814,190.8798249,31.02307726,2
4.262469508,3.176526423,167.2092125,19.24591523,2
2.754573227,3.862623643,141.5399771,23.01016931,3
5.280017078,1.457399902,105.5519251,25.84036766,1
1.923139331,4.902361073,118.4515506,19.16680822,4
3.930028723,3.261547474,172.8148546,33.72841956,3
4.442957137,3.219591902,94.86355275,20.49772307,2
5.05188908,1.589675291,169.7972291,29.29191406,1
2.725666406,4.161841186,166.340362,24.81785597,3
1.976656898,4.969534983,123.8294708,15.72951625,4
2.068559381,4.981272799,102.5932291,15.02584316,4
1.780524984,5.023880997,121.9077495,16.05232939,4
4.237582117,2.948831803,165.1105341,25.42860578,2
4.851926773,1.818454193,106.3960946,27.22451862,1
2.097909885,5.005783695,140.6925231,12.92100781,4
1.953632411,5.05557432,120.7043838,13.87873066,4
1.959635103,4.954605425,128.9704843,13.04729408,4
4.5353712,3.015876053,149.2271525,20.87631676,2
4.084589787,2.779196702,128.5710986,22.10715266,2
3.391604605,3.271971744,102.4451367,24.89605724,2
5.632887748,2.370628614,152.5247613,31.00876642,1
3.322785799,3.352533099,57.77809968,29.13284501,3
4.221707267,3.573755592,140.814703,24.45388571,2
2.29001708,5.013083153,144.3419559,18.6193917,4
3.991508525,4.164992055,208.0091858,17.33029618,3
2.57961081,3.083122167,139.7414561,22.49440006,3
2.11908075,5.070763249,119.8608248,9.635576558,4
1.753275531,4.908743548,103.5898629,19.20791182,4
2.17832653,5.085628096,113.8810167,14.64795311,4
2.707701861,3.696436357,114.1678641,24.33905044,3
5.168242271,1.897822008,142.6395309,38.27749799,1
5.405245881,2.12608635,93.53523062,26.86125178,1
3.202899839,2.661786608,110.0930712,20.72426057,2
2.764288954,4.191499422,52.20833609,14.73623347,3
4.301694064,3.115236496,150.65888,19.67698661,2
3.223223631,2.929638463,175.5277117,19.47496374,2
4.962172124,3.146994984,106.5676927,20.4418004,2
5.563304675,1.756944989,133.6401872,35.71463619,1
5.528859431,1.777725184,132.9814409,33.78000423,1
1.802869173,5.003384471,128.2664484,19.52064424,4
3.881840028,3.017680384,139.4122474,19.82383937,2
2.919390234,3.994609058,122.9490054,28.63360231,3
2.455238837,3.731156847,147.531047,19.70583938,3
5.688843918,1.672052833,159.3057101,31.28594196,1
2.542622966,3.007006315,197.614576,16.76783612,3
3.185725309,2.912559139,130.7398249,20.1283315,2
4.87408801,1.700405705,135.3979371,34.18070195,1
2.42809775,4.095290467,146.8416467,22.09778314,3
1.693874955,5.011199895,138.7689031,15.72375997,4
2.116886092,5.011020736,121.4054047,15.59988412,4
4.510695722,2.187970723,155.3441621,35.22187464,1
3.580670203,3.235763569,161.5667202,12.58332382,2
4.126822242,1.908998516,159.7954597,21.72091958,1
1.776032112,4.988287846,129.6667884,16.26941849,4
2.150957147,5.053587586,118.1187934,10.68321203,4
1.926948749,5.108803656,117.1872366,13.52469885,4
2.651168869,4.050851007,186.5893682,32.21336904,3
5.71609184,2.68431872,166.7027222,30.10946326,1
2.322965931,4.127782131,83.71231464,27.67356195,3
4.082892716,3.104017292,161.5529361,15.3742681,2
2.001418755,4.935215038,130.1683255,13.32315452,4
3.834747875,3.372611007,114.7304782,18.09875286,2
1.784738734,4.833972984,122.6394512,17.95300729,4
1.904716628,4.82326843,111.907164,19.98190812,4
2.400911476,5.098738238,105.7149258,11.84820753,4
2.081490791,4.978531203,127.7545689,22.71845196,4
2.000928193,5.078104154,98.77592545,14.63093554,4
2.230810959,3.844330514,147.9380106,27.22190356,3
5.364921897,2.336329126,188.9667934,25.12200813,1
1.970951567,4.910342529,119.2457149,15.84749732,4
2.039403348,5.046179749,106.0837912,15.84672693,4
2.018588974,4.972968186,117.2813267,12.46652268,4
3.187806481,3.558240109,179.0525703,20.03421005,3
2.198680115,5.093359311,114.3730721,20.23325544,4
4.895266007,1.79864856,140.9816021,16.77151217,1
1.647072363,4.902926446,97.65007082,17.12703968,4
2.807409279,4.736386249,122.1903853,36.01942547,3
4.245481377,2.928443771,215.6341801,27.93754285,2
5.149352146,1.964728045,137.1656457,30.57155278,1
2.215294392,5.082487965,147.0105777,15.02841594,4
2.605257644,4.519828872,147.5503435,18.23594107,3
4.2566445,3.284100289,103.9118428,24.04290531,2
3.516052498,2.938794327,140.842061,19.43150797,2
2.059817904,5.029414058,109.8129619,16.10658334,4
3.04907175,4.631360326,213.5278259,23.03565836,3
4.489759539,2.070977645,149.1399205,30.95448662,1
2.61340796,4.337258951,146.9427692,27.33881302,3
4.501743082,3.598063248,101.3774824,27.14004976,2
4.546426194,1.895800643,120.4228163,23.03711623,1
3.264017034,4.538101387,152.4381906,26.08557039,3
2.783816815,3.376007688,96.17140014,27.03994119,3
3.551607551,2.444940643,87.58893738,19.83150705,2
4.952219414,1.818046715,148.8757809,37.77239597,1
3.909206428,3.198805345,165.4301029,21.20936605,2
2.130305428,4.942516919,121.670075,14.79940293,4
1.723933804,5.196023021,115.1859515,15.3829972,4
3.057812858,2.962122861,143.2639649,22.34160331,2
2.048944387,5.077029506,130.5211043,18.00235909,4
4.341121276,2.151246876,181.1698015,32.52256815,1
2.504322926,3.589861201,149.9621469,19.3875642,3
1.807706571,5.015675528,122.9385536,11.50504034,4
2.985118817,3.633190322,138.1703216,20.76525493,3
4.994150517,2.068686053,191.6069473,28.66635461,1
3.35368027,4.327197976,137.5109584,22.84675567,3
3.15325445,3.497610222,221.8985006,31.53319213,3
4.213871936,3.420945554,146.7796692,34.31532386,3
4.632836535,3.089529942,110.6960671,18.76221034,2
3.526223577,4.187415946,124.7203321,24.02056066,3
2.986712534,3.803375764,147.1655446,32.72002466,3
3.786785115,2.669057617,117.563452,21.36901536,2
2.204810434,5.038689304,107.9787808,14.77204099,4
3.516950028,3.196359206,156.5768479,21.18843509,2
1.815433303,5.201182114,109.9231293,16.0158824,4
2.157686959,5.137102153,116.0999331,19.56117698,4
2.127137863,5.058390284,108.3761196,13.04515183,4
3.443775421,3.809654257,179.9944625,28.69325584,3
2.990898979,4.723305291,208.0515083,23.1797376,3
4.991133486,2.377108991,157.0649762,32.50090615,1
3.77489247,3.054002921,179.5804852,15.90887756,2
4.330772951,2.733569154,106.7892088,14.56879171,2
3.159486032,5.047915148,130.3362211,20.3726905,3
2.256146687,4.952243967,136.4243989,16.64663204,4
3.459396863,2.971147123,128.7676893,19.15398029,2
3.869501192,3.073086933,138.5885467,21.37665583,2
2.944003315,2.729264911,141.8826189,21.69365519,2
3.198262262,3.698312736,200.9485529,26.4152794,3
1.806356251,5.007418059,121.8119444,18.2129579,4
1.644118916,4.97643286,115.8198074,15.01131038,4
3.005621265,2.889375399,145.8617395,20.49191962,3
4.638984783,1.906902581,176.0089375,27.09177927,1
2.715431441,3.545884973,161.2658459,22.28517038,3
3.692951001,4.854126755,167.6608589,25.8093322,3
4.841961953,2.082483103,157.3042513,26.75079333,1
3.5314455,4.746091856,147.4313482,28.29370887,3
5.180254964,1.926933833,140.1839105,31.61371932,1
2.161280568,5.198751836,145.8018279,12.50613894,4
3.853959004,3.230904015,78.27589468,19.05573285,2
1.976798337,5.104504508,131.3359055,16.5010345,4
4.097807527,3.006523161,136.4105257,23.14886002,2
3.432485985,3.990135788,158.7174845,25.89318174,3
3.490630685,4.334838758,201.4282665,26.77105917,3
2.13174572,4.979790626,116.5307581,13.66084506,4
3.121472787,4.284985892,177.9119882,29.25067898,3
3.959422986,2.617447835,127.1335488,19.42779601,2
4.03083976,3.363724236,115.2506252,21.68856569,2
3.358235247,3.428288481,158.5012458,22.71817661,2
3.852132002,3.036127336,123.0447225,24.43493078,2
2.92887019,4.140134204,59.02571491,26.42669263,3
2.05615871,4.962233087,118.3560018,21.43585268,4
3.502952357,3.301433598,115.4635698,13.54905977,2
3.007173866,3.932370881,194.7302889,21.84430835,3
4.260302279,3.289715732,157.0754137,21.03711893,2
2.090221933,4.959171133,108.7334827,15.348122,4
2.145871511,4.973375543,109.8636721,16.58730639,4
3.043194879,4.015334029,129.6148355,22.38153728,3
4.31744853,2.771511185,128.052745,22.95717488,2
3.063562165,3.637147948,184.1061876,27.31227333,3
2.183227438,4.92427968,111.9168811,11.55112458,4
1.585125677,4.927960971,126.9397462,18.21544477,4
4.668568917,1.834184361,160.1070676,34.47542042,1
4.386863106,3.370555724,140.6399278,20.97432783,2
3.223114686,3.665610516,147.7145296,16.9711488,3
4.616282824,2.522533858,196.1392089,31.36733234,1
1.960967383,4.882500925,108.8074102,14.57349022,4
5.085426602,1.985492637,163.1905403,31.99322801,1
3.118006555,3.644403023,135.1091859,24.09514518,3
3.039511733,4.029039655,135.492569,32.17515289,3
1.700563262,4.861443462,127.6393114,14.39590077,4
3.561713158,3.260773941,103.7232803,21.40991337,2
5.94068314,2.367257281,152.522849,35.48088184,1
5.400669361,2.036144547,218.4296205,24.08458852,1
5.39477825,2.021292796,114.7732671,26.54343559,1
3.789735205,3.092728755,91.00737174,24.36769106,2
2.03103356,4.973761488,126.9721787,13.53374281,4
4.495532815,1.513926078,190.0870058,24.2529484,1
5.250229668,2.037535546,129.4056607,33.52962753,1
2.884047814,2.884404026,129.5393979,19.09583471,2
3.067149465,3.538755648,152.592411,21.59020717,3
3.474595402,2.813347975,150.4296002,18.47744026,2
5.368081882,1.448241775,143.1246965,35.13371261,1
4.550112691,2.833505208,147.0459023,17.18713218,2
1.853376598,4.914476436,110.8314113,18.32011535,4
4.098549063,2.680934812,113.9770358,15.06522766,2
4.947294083,2.435616668,115.8298459,31.95250174,1
1.879855176,5.117087824,106.6526927,16.28275968,4
2.116170233,5.042226186,125.1078972,12.67656442,4
3.382368037,3.255315213,184.0298336,23.37384839,2
3.925035697,3.121765203,117.2500481,23.48859868,2
4.734525583,2.406244285,142.0682436,25.83008487,1
3.477422728,3.845573135,237.6178083,27.98279321,3
2.453750671,4.897931466,99.59016962,14.82476362,4
3.621356104,2.613808958,140.0945858,26.58403267,2
4.933541577,1.949772286,138.5522753,37.79141782,1
2.03245196,5.016779056,123.9571031,15.19340854,4
3.568537695,3.557302568,166.1879645,30.99716413,3
1.515626237,4.962411642,128.0815669,9.593229841,4
2.881715091,5.112633989,108.7968426,25.39317669,3
4.91554776,1.989741154,151.0042571,36.47287392,1
4.503191792,1.960533513,140.8900262,31.41675185,1
5.075017998,2.290802809,115.015471,25.69208275,1
2.133523058,5.117325404,135.2947972,11.24718066,4
3.764466899,3.290667798,122.3908964,18.88736689,2
2.231024236,5.154379133,122.6084004,14.17644289,4
2.69978773,4.324212172,215.4866533,19.89562036,3
3.4949827,3.366686622,149.5042156,26.80983531,2
1.950017403,4.885258148,122.5145939,11.29823255,4
4.060492144,3.067186612,206.5710057,19.94743183,2
2.271805249,4.299241244,160.6191868,32.56101367,3
2.29647045,4.176623874,108.6090946,23.21432491,3
2.85823493,4.258810956,112.3402964,31.5088521,3
1.907116299,4.892762051,132.6432829,11.36680343,4
3.738621043,2.872599721,161.115954,14.04549426,2
4.318333271,3.365954592,109.4925537,15.80407197,2
2.316587229,5.060311245,119.7395171,15.06119095,4
1.763003119,5.029399576,110.3341008,16.95211837,4
4.3776352,3.247827022,65.13034381,23.04689174,2
4.292278873,3.446852255,188.3133457,17.17865009,2
3.949028955,2.50186836,158.168815,21.841524,2
1.815943525,4.833411075,130.9793522,12.95544128,4
4.481811603,2.365403918,164.8252764,34.62853493,1
2.409864932,4.921058074,124.7694477,16.48854938,4
3.832087944,4.114270949,197.0034116,26.15382315,3
5.518691328,2.112433731,112.9143703,33.88667195,1
2.278780006,5.038420424,140.4590872,18.27092366,4
5.140787586,1.871175638,129.7930233,24.32810305,1
1.836111343,5.022424781,103.5481191,18.28098562,4
5.037871176,1.975156073,147.5206761,22.40593546,1
4.312452739,2.323164237,189.817284,19.55571858,2
1.795141704,5.107379457,114.4605811,20.58868935,4
1.949305333,4.957950488,124.1759738,19.52412291,4
4.540324328,1.895380527,130.6294771,33.97194435,1
3.231808056,4.712322981,130.3876369,25.313306,3
5.841930857,2.097646365,170.4833094,29.0257076,1
1.632999306,5.04192011,136.1661657,18.9186823,3
2.023780349,5.17650553,119.4705587,16.46206415,4
5.041192935,1.260451427,153.510896,27.1878277,1
5.315057875,1.606143698,187.5645584,23.5342497,1
1.631171554,4.186053479,110.5989731,21.7102007,3
1.636371848,5.017276659,119.2920289,11.67148757,4
3.433604773,2.733973595,141.1139467,19.90653513,2
3.002033143,3.858365251,105.7535823,28.88398979,3
3.626117549,3.523230875,105.886494,21.07621065,3
1.922378826,5.05413731,97.94876689,11.76418612,4
2.121356959,4.900537098,99.94854587,15.14441167,4
1.826038125,4.945389299,120.3397886,11.53479206,4
4.606059785,1.744435622,164.8996887,25.72332776,1
5.760636632,2.384652357,157.2756239,32.07461512,1
2.017540918,5.042519259,126.678567,12.7032494,4
5.48907671,2.123745199,101.7298003,37.11101773,1
3.871802179,2.877796287,121.8240526,18.96121384,2
3.842973783,2.97412329,120.3428639,21.01358998,2
4.929604835,1.893322579,132.0658768,33.81470001,1
1.799791578,4.883256546,133.214301,20.2439751,4
3.271814796,3.261756166,96.88257677,18.0423134,2
4.631721527,2.099474914,108.7169971,33.32728296,1
2.281150321,4.099178707,178.8138245,19.83195762,3
4.538771264,3.084300087,120.8951928,20.15227117,2
2.314136486,5.124409185,113.6434349,16.46673405,4
2.001840415,4.985644546,112.4103537,15.72140141,4
3.678400974,3.681540198,123.6329418,20.62478383,3
4.677527481,1.668356825,116.2475449,23.55746703,1
3.178965623,4.336561258,109.222191,21.75736372,3
4.52460283,3.360267506,147.8085997,15.31536724,2
5.017549229,1.494561038,183.6374631,33.80222037,1
4.507146134,2.281441016,234.5983295,34.25372042,1
3.699703248,3.466800915,163.6188068,26.53218937,2
3.658933724,3.528148793,124.2177326,25.18925277,2
1.894884382,4.979527857,115.1749375,14.84522492,4
4.239763265,4.745598832,138.9350929,23.42107969,3
2.26229387,5.03957044,114.0896195,16.98226356,4
5.886262177,2.463743823,140.7585608,25.60460021,1
2.840238308,3.619422437,97.94742063,31.34775101,3
4.386057122,2.142357906,160.1460441,24.7842295,1
2.192142541,3.305114232,146.7539669,23.97937146,3
3.352029435,3.074655458,122.6569041,20.6146759,2
3.82711248,3.971996444,147.7664823,23.70619691,3
1.782256171,4.910839761,135.4538959,16.55027664,4
1.59599691,4.873867678,145.1887153,16.05862251,4
2.597906067,3.467507979,215.9347565,20.85066024,3
4.328595978,2.951649421,195.4191031,14.33842917,2
2.826222885,3.614602045,203.0621739,24.30378661,3
4.006976696,3.581544147,119.5686124,19.82527472,2
2.875314798,4.263414793,134.6185208,30.33388391,3
4.246068783,2.489711287,102.2781728,20.78794247,2
4.023490118,3.308255593,151.2793032,20.06816524,2
2.159705683,5.133567242,119.9270089,13.57256378,4
2.669075085,4.206744664,168.1828294,32.64329058,3
5.347899161,1.460771753,213.8191125,21.65459144,1
5.076580199,1.760866028,118.5223578,28.23874262,1
2.245820148,5.053033613,106.2271103,21.52349966,4
3.446565379,2.672864005,123.8178647,17.59569317,2
1.813418625,5.071093628,141.8386666,12.26488185,4
3.27451056,2.925872469,133.4560046,17.44175103,2
4.73712295,2.376664513,201.0624848,33.25848704,1
1.782403456,5.092610726,120.5627844,9.671837517,4
5.186259057,1.668587127,130.3959416,35.96477003,1
2.319394739,5.027409556,124.2020757,14.0854161,4
3.797222825,3.050619641,130.0191745,15.25646816,2
4.450665972,3.245381933,122.7750364,20.68682532,2
1.552707194,5.034708029,119.526437,18.09063111,4
4.839955029,2.088750943,111.0386017,34.2087378,1
2.572906325,3.677367896,188.9480033,28.82912092,3
2.138472238,4.149373087,151.182133,32.82903202,3
4.42625187,1.712002078,145.2110328,28.93814268,1
1.723265974,4.908729531,126.4556225,19.64337511,4
3.750177986,2.876022278,156.1834721,29.05834423,2
1.741133389,5.100645728,120.6085785,13.50697127,4
4.166815333,2.457264715,112.1982071,26.95100571,2
4.959094553,2.24769973,166.937119,47.72830868,1
3.581528324,3.824927487,159.1644653,30.26884054,3
4.012735933,3.279607104,104.3119197,24.99332339,2
1.701386716,5.008062024,122.4400184,14.44911036,4
1.915358688,4.999425336,120.9736597,14.69464604,4
3.295613212,4.173231021,103.5327718,18.85711321,3
4.218397127,2.829507334,126.8721381,20.8798601,2
4.700165195,1.409400749,86.27566907,19.89804445,1
1.846900414,4.963314576,125.9164281,10.00852285,4
2.207911554,4.997470801,116.9984946,14.86232868,4
4.449827139,2.664831741,150.7401466,31.81920089,1
3.665841472,3.216636818,156.7495317,17.54023443,2
3.99234346,3.002535492,107.3886443,21.54233572,2
2.810793631,5.358151371,181.3035952,20.95256209,3
4.728517599,3.126363551,170.7021422,17.41537897,2
3.679752856,3.745627838,157.5981884,22.27648543,2
4.756201997,1.929459154,99.0630589,31.78333376,1
4.465531713,4.060761059,156.8464338,17.7594595,3
3.652828474,3.258344658,129.5400611,25.63504948,2
2.345664405,3.714740668,90.02893276,26.65414677,3
3.055026579,3.664458939,110.433182,25.59357838,3
2.172665926,5.001251523,112.8674064,14.32166454,4
4.059304239,3.41523193,112.2090966,18.46349108,2
